rural,time_learn,gender,familyincome,g1_1,g2_1,g3_1,g4_1,g5_1,g6_1,g7_1,g8_1,g9_1,a1_1,a2_1,a3_1,a4_1,a5_1,a6_1,a7_1,a8_1,b1_1,b2_1,b3_1,b4_1,b5_1,b6_1,b7_1,b8_1,e1_1,e2_1,e3_1,e4_1,e5_1,e6_1,e7_1,e8_1,e9_1,e10_1,e11_1,eg1_1,eg2_1,eg3_1,eg4_1,eg5_1,eg6_1,eg7_1,eg8_1,eg9_1,eg10_1,eg11_1,eg12_1,eg13_1,eg14_1,eg15_1,eg16_1,eg17_1,eg18_1,eg19_1,eg20_1,eg21_1,g1_2,g2_2,g3_2,g4_2,g5_2,g6_2,g7_2,g8_2,g9_2,a1_2,a2_2,a3_2,a4_2,a5_2,a6_2,a7_2,a8_2,b1_2,b2_2,b3_2,b4_2,b5_2,b6_2,b7_2,b8_2,e1_2,e2_2,e3_2,e4_2,e5_2,e6_2,e7_2,e8_2,e9_2,e10_2,e11_2,eg1_2,eg2_2,eg3_2,eg4_2,eg5_2,eg6_2,eg7_2,eg8_2,eg9_2,eg10_2,eg11_2,eg12_2,eg13_2,eg14_2,eg15_2,eg16_2,eg17_2,eg18_2,eg19_2,eg20_2,eg21_2,g1_3,g2_3,g3_3,g4_3,g5_3,g6_3,g7_3,g8_3,g9_3,a1_3,a2_3,a3_3,a4_3,a5_3,a6_3,a7_3,a8_3,b1_3,b2_3,b3_3,b4_3,b5_3,b6_3,b7_3,b8_3,e1_3,e2_3,e3_3,e4_3,e5_3,e6_3,e7_3,e8_3,e9_3,e10_3,e11_3,eg1_3,eg2_3,eg3_3,eg4_3,eg5_3,eg6_3,eg7_3,eg8_3,eg9_3,eg10_3,eg11_3,eg12_3,eg13_3,eg14_3,eg15_3,eg16_3,eg17_3,eg18_3,eg19_3,eg20_3,eg21_3,grit1,grit2,grit3,anxiety1,anxiety2,anxiety3,bored1,bored2,bored3,enjoy1,enjoy2,enjoy3,engage1,engage2,engage3
1, ,0,4,3,2,2,2,2,3,4,3,4,1,2,3,3,5,5,5,3,2,2,2,2,2,2,2,2,3,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,4,2,2,2,2,3,4,4,3,3,2,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,2,3,3,2,2,2,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,2,3,3,2,3,3,3,3,1,2,3,3,4,4,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,3,4,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,2.777777778,2.777777778,2.888888889,4.125,3.125,2.5,2,2.875,3.75,2.43,2.29,2.86,2.62,2.65,2.97
1,9,1,4,4,4,5,5,3,2,5,5,5,4,1,5,5,5,5,4,5,1,1,4,4,2,2,4,2,1,5,3,3,3,3,2,1,1,1,1,4,3,3,2,2,4, ,3,2,3,4,1,5,3,3,3,3,3,3,2,2,4,4,5,5,4,2,4,2,2,4,3,3,4,4,3,4,4,2,1,3,4,3,2,2,2,3,4,4,3,4,4,3,4,4,4,2,3,3,2,2, ,3,5,5,4,4,5,3,4,4,3,4,3,2,4,4,3,4,4,5,5,3,3,5,4,4,4,3,3,5,4,3,4,5,2,2,2,2,1,1,1,1,3,4,4,3,4,4,1,3,3,4,1,2,2,2,2,2,3,5,5,4,5,5,3,4,4,3,4,3,3,4,2,1,4.222222222,3.555555556,4.111111111,4.5,3.375,3.625,2.5,2.375,1.5,2.86,3.71,3.43, , ,3.41
1,4,1,4,4,4,3,4,4,2,4,2,2,1,1,5,5,5,5,5,5,2,5,5,5,5,5,5,5,1,5,3,2,4,2,5,1,1,1,1,2,1,1,1,1,1,5,2,1,3,2,1,5,3,2,4,1,1,2,3,5,3,4,2,2,3,2,2,2,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,3,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,5,2,1,1,3,2,3,2,2,2,1,1,2,2,2,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,3.222222222,2.444444444,2.888888889,5,3.25,2.75,4.625,4.75,2.875,2.86,2,2.57,2.21,1.81,2.45
1, ,0,2,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3, ,2,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,3,3,3,2,3,4,3,2,2,3,3,3,5,3,3,3,3,4,4,3,3,2,2,3,2,2,2,4,4,4,2,2,3,3,3,3,2,2,2,3,3,3,3,2,3,2,3,5,3,3,3,4,3,3,2,2,2,3,4,3,3,4,2,5,3,3,3,2,3,5,3,3,3,4,4,4,4,3,3,3,3,3,4,3,2,2,3,4,4,3,3,4,2,2,2,2,2,2,2,2,1,1,2,4,4,4,3,3,4,4,4,4,5,4,4,4,4,3,4,5,4,3,3,3,3,4,4,4,3,3,4,3,4,4,4,3.111111111,2.777777778,2.888888889, ,3,2.5,2.875,2.625,1.75,2.86,2.86,3.71,2.95,3.24,3.66
1,4,0,5,1,1,1,1,1,5,3,5,5,2,1,1,1,1,1,1,1,5,3,4,4,4,1,4,4,1,1,1,1,1,4,1,2,2,4,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,3,5,5,5,4,1,5,1,1,1,1,5,4,5,4,4,1,5,5,1,1,1,1,1,1,2,1,3,5,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,5,4,3,4,1,1,2,2,2,2,1,1,5,5,4,4,5,5,4,5,2,1,1,2,2,1,2,1,3,5,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2.555555556,2.555555556,2.555555556,1.875,1.625,2.5,3.625,4.125,4.625,1,1,1.57, , ,1.47
0,9,1,4,3,3,5,4,3,3,4,3,1,1,1,5,2,5,5,5,5,2,5,5,2,2,1,1,1,3,3,3,3,2,2,3,1,2,3,1,3,3,2,1,2,4,3,4,3,4,3,3,3,3,3,2,1,1,2,3,3,3,3,3,3,2,3,3,4,3,2,2,2,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3,3,3,2,2,2,2,2,1,2,2,3,1,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,3,3,4,3,3,3,2,2,3,3,3,3,2,3,2,2, ,2,2,1,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3.222222222,3,2.888888889,4.625,3.125,2.75,2.375,2.375, ,2.86,3,2.43,2.98, ,2.77
1,6,1,3,3,3,4,3,2,3,4,4,4,2,2,2,4,4,4,3,4,2,2,2,2,3,3,3,3,2,5,3,3,3,2,3,2,2,1,2,3,1,2,2,2,2,3,2,2,3,3,2,5,3,3,3,3,3,2,3,3,3,3,5,5,2,2,3,3,4,1,2,3,5,5,5,5,4,2,3,3,2,3,2,2,2,3,5,5,3,3,3,3,3,3,2,3,3,2,2,2,3,3,5,3,2,4,3,3,5,5,3,3,4,4,3,4,3,3,3,3,3,3,2,4,4,4,2,3,2,4,4,4,4,4,2,2,2,2,3,2,3,2,2,4,3,2,2,2,3,2,2,1,2,3,2,2,2,2,2,4,3,2,2,3,2,4,3,2,2,2,2,2,3,3,3.333333333,3.333333333,3.222222222,3.625,4.5,3.625,2.5,2.375,2.25,2.57,3.29,2.14,2.48,3.14,2.5
1,5,1,2,4,3,4,4,4,4,5,5,4,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,3,3,3,2,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,5,5,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,4,4,4,2,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,3,4,3,5,5,5,2,2,2,3,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,3,2,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4.111111111,4.222222222,4.111111111,3.25,3,3.125,1,1,1,4,4.71,4,3.99,4.69,3.73
1,9,1,3,2,2,4,2,2,2,3,3,4,2,2,3,2,4,2,3,2,3,4,4,4,3,2,2,2,3,5,3,2,4,2,3,1,1,2,1,4,1,1,2,3,4,2,3,2,2,2,3,5,3,2,4,3,3,2,3,3,2,1,5,2,2,3,4,2,4,2,2,4,2,4,2,2,4,3,3,3,3,3,2,3,3,2,3,2,2,3,3,3,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,3,3,2,2,3,3,2,2,4,4,4,3,2,3,3,4,2,2,3,2,3,3,3,3,2,3,2,3,3,2,3,4,4,3,2,2,3,1,2,3,2,2,5,2,2,2,2,3,2,3,3,2,3,4,2,3,4,4,3,2.666666667,2.777777778,2.888888889,3,3.25,3,3,2.875,2.625,2.71,2.57,3.14,2.64,2.38,2.75
1,8,1,3,2,2,3,3,3,4,4,4,4,2,2,4,4,4,4,4,4,2,3,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,2,3,3,3,3,2,3,3,4,4,3,3,3,2,3,3,2,2,2,1,3,2,3,2,2,3,2,3,3,3,4,4,3,2,3,4,4,4,4,4,2,3,3,2,3,2,2,2,2,3,2,3,4,3,3,2,2,2,3,3,3,2,2,2,3,4,3,2,3,3,2,3,2,3,4,3,2,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3, , , , , , , , ,2,3,3,2,3,3,3,2,2,3,3,2,2,3,2,3,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3.222222222,2.888888889,3,4,3.75,3.125,2.25,2.375, ,2.14,2.71,2.43,2.72,2.8,2.54
1,11,0,9,5,5,5,5,5,3,5,4,1,5,4,2,3,2,1,1,2,1,3,3,3,2,3,2,4,5,5,5,5,5,5,4,5,5,4,3,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,4,3,4,5,5,2,1,5,3,3,1,1,1,5,5,1,1,1,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,3,4,3,3,5,5,2,1,1,1,1,1,1,3,3,3,2,2,4,3,4,5,5,5,3,4,5,5,5,5,3,5,5,5,3,3,5,3,4,4,5,3,4,5,5,5,3,1,1,4,2,5,4.222222222,4.222222222,4.111111111,1.75,2.125,1.125,2.625,2.25,2.625,4.86,4.86,4,4.59, ,3.87
1,4,1,5,4,4,4,4,4,2,5,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,2,2,2,2,3,3,4,2,2,4,2,4,4,4,3,3,3,3,4,4,4,4,4,5,3,4,4,4,2,4,3,5,4,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,4,2,3,5,2,1,2,1,3,3,3,2,3,3,2,3,2,2,2,4,3,4,4,2,3,3,3,3,5,2,3,2,2,3,1,5,4,4,2,1,1,2,2,1,1,2, , , , , , , , ,2,3,3,2,2,3,4,2,1,3,2,3,3,3,2,3,3,2,3,2,2,3,2,3,3,2,2,3,3,3,5,4,4,3.777777778,2.888888889,2.25,2.5,2.25,2,1.875, ,3.71,3.43,2.14,3.45,3.04,2.73
1,4,1,5,1,1,3,2,1,2,5,5,4,1,1,2,5,5,5,5,5,2,3,3,4,4,3,3,4,1,5,5,3,3,2,2,2,1,1,3,2,2,2,2,2,2,3,1,2,3,3,1,5,5,3,3,3,3,2,2,2,1,1,1,1,4,2,3,4,4,5,1,1,1,5,5,5,5,2,4,4,5,5,4,5,5,2,4,2,3,4,2,2,2,2,1,2,2,2,1,1,2,2,4,2,2,2,2,2,4,2,3,4,2,2,2,2,2,2,3,3,3,3,2,4,3,4,1,1,3,4,5,4,5,5,3,4,4,4,4,4,3,2,2,4,4,2,2,3,1,2,1,3,3,4,2,2,1,2,4,1,3,1,3,3,2,4,4,2,2,1,3,3,3,1,2.666666667,2.333333333,3,4.625,3.5,4.5,3.25,4.25,3.5,2.57,2.57,2.43,2.54,2.4,2.71
1,4,1, ,4,3,1,1, ,3,5,4,4,2,4,3,5,5,5,5,3,3,3,3,3,3,3,3,3,1,3, ,1,1,1,3,1,1,1,1,3,1,2,1,1,3,1,1,1,1,4,1,3, ,1,1,1,2,1,1,3,2,1,1,1,3,4,5,5,5,1,1,3,3,5,5,5,5,4,2,2,4,2,2,3,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,3,3,4,5,5,3,1,4,5,4,3,4,4,3,2,4,4,3,3,4,3,1,4,2,1,1,1,2,1,1,1,3,3,3,2,2,2,3,1,2,1,2,3,1,4,2,1,1,1,1,1,3,2, ,3,3.222222222,4,4.5,4,3,2.75,3.25, ,1,1.43, ,1.3,2.14
1,7,1,6,2,3,5,3,1,1,2,2,1,1,1,2,5,5,5,5,1,1,3,3,3,1,2,2,1,3,5,3,3,2,2,5,1,1,1,1,4,3,3,2,3,4,5,5,3,4,5,3,5,3,3,2,4,4,2,3,5,3,3,3,3,4,1,3,2,3,4,2,1,2,5,5,5,5,2,2,4,3,2,2,2,2,2,5,3,3,2,3,4,2,2,1,5,4,4,3,2,3,4,5,4,2,3,4,2,5,3,3,2,5,5,3,3,4,3,3,5,5,3,3,5,3,4,1,1,3,5,5,5,5,5,2,2,3,2,2,2,2,2,2,5,5,3,2,2,3,2,2,1,1,3,3,3,2,3,4,4,4,2,5,4,2,5,5,3,2,3,3,2,2,3,2.222222222,2.777777778,3.777777778,4.125,3.625,4.75,2,2.375,2.125,2.57,2,2.71,3.5,3.33,3.22
0,6,0,4,5,5,5,5,4,2,4,4,4,4,5,2, ,1,1,1,1,1,2,2,3,2,2,2,3,5,5,5,5,5,5,5,5,5,5,2,3,3,4,2,3,3,4,5,3,4,5,5,5,5,5,5,4,4,5, ,5,5,5,4,2,3,1,4,4,2,2,2,3,4,2,2,2,2,1,3,2,2,2,2,2,2,3,4,4,5,5,3,5,2,5,2,2,3,3,3,2,3,3,4,3,3,3,4,3,4,4,5,5,3,4,3,4,5,4,4,5,3,2,2,3,3,2,3,2,4,2,2,4,2,1,3,4,4,3,3,4,3,2,3,3,4,3,2,3,3,3,2,2,3,3,3,4,2,3,2,5,4,3,4,2,3,3,4,3,2,4,5,3,2,3,4.222222222,3.333333333,3.111111111, ,2.875,2.75,2.125,2,3.25,4.86,3.86,3, ,3.75,3.11
1,5,0,3,4,3,4,4,4,2,5,3,3,4,4,2,2,2,1,1,1,1,1,1,2,2,2,3,3,4,3,3,4,3,5,4,4,4,4,1,3,4,4,3,4,3,4,4,2,3,4,4,3,3,4,3,5,3,5,5,4,3,2,4,4,3,1,3,2,3,4,4,2,4,2, ,1,1,1,1,1,1,2,1,1,1,3,3,2,4,4,5,4,2,4,4,1,3,4,4,2,4,3,4,5,4,4,5,3,3,2,4,4,5,2,5,5,4,3,4,5,5,2,2,2,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,4,4,4,4,5,1,3,2,5,1,4,4,4,4,3,4,5,5,2,3,5,4,4,4,4,4,3,3,5,5,1,3.555555556,2.777777778,3.222222222,1.625, ,2.5,1.875,1.125,1,3.71,3.43,4,3.67,3.9,3.86
1,5,1,2,3,3,3,3,2,4,3,3,3,2,2,4,4,5,5,5,5,2,3,3,3,3,3,2,2,3,4,4,3,3,4,3,3,3,2,3,2,2,3,3,4,3,5,3,2,3,3,3,4,4,3,3,3,5,4,4,3,3,3,2,3,2,2,2,1,2,3,2,4,4,5,4,5,5,3,3,4,4,4,4,4,3,3,4,3,3,4,3,3,2,2,3,3,4,2,3,2,3,3,4,3,2,3,3,3,4,3,3,4,3,4,3,3,3,4,4,4,3,4,2,4,3,3,1,5,3,5,5,2,5,5,3,5,4,5,5,5,4,3,3,4,3,2,4,2,3,2,2,1,1,4,2,2,1,2,4,5,5,2,3,3,3,4,3,2,4,3,4,2,4,3,3,2.222222222,3.444444444,4.5,4.25,3.875,2.625,3.625,4.25,3.14,2.86,2.86,3.28,2.88,3.18
1,5,1,5,4,2,5,2,4,2,5,4,4,2,2,4,2,5,5,5, ,1,2,2,2,2,2,1,1,3,4,3,3,3,1,4,2,1,2,3,3,3,3,2,4,4,4,2,2,4,5,3,4,3,3,3,3,4,1,4,4,3,3,4,2,4,3,5,4,4,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,2,2,4,2,3,3,2,3,3,1,3,2,3,3,3,1,2,4,4,2,1,3,4,2,4,2,3,3,2,2,2,3,3,3,4,4,3,4,3,4,4,4,3,1,1,2,5,5,5,5,2,2,2,2,2,2,2,2,2,4,3,4,3,3,3,3,4,4,2,4,4,4,2,2,5,3,3,2,3,4,2,4,3,4,3,3,3,3,3,3,3.555555556,3.555555556,3.666666667, ,1.875,3.875,1.625,2.125,2,3,2.86,2.86,3.15, , 
1,9,1,5,3,3,4,4,4,5,4,5,5,3,3,2,2,2,2,2,2,1,2,2,2,2,1,1,1,4,5,4,3,3,3,5,3,3,3,1,4,4,3,4,3,4,5,5,4,4,5,4,5,4,3,3,3,4,3,3,5,4,3,4,4,4,4,5,3,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,5,4,4,5,5,4,4,5,5,3,3,5,2,5,4,4,5,5,5,5,5,5,5,5,5,1,3,1,1,1,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,2,3,3,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,2,4.111111111,4,4.777777778,2.25,1.25,1.25,1.5,1,1.875,4,4.86,5,4, ,4.41
1,5,1,4,3,2,3,3,3,3,1,2,1,2,2,4,4,5,5,5,4,3,3,3,3,3,3,3,3,2,1,3,1,2,3,3,3,2,2,1,3,3,2,2,2,3,3,2,2,2,2,2,1,3,1,2,4,4,3,3,3,1,2,2,2,3,5,2,2,3,2,1,1,4,4,4,4,4,4,4,3,3,3,3,3,4,2,2,3,2,4,3,3,2,2,2,2,2,3,3,1,3,2,2,1,1,1,2,2,2,3,2,4,3,1,3,3,3,2,1,2,2,2,4,3,4,4,2,3,3,3,2,2,3,4,3,3,4,4,4,4,4,4,3,4,3,2,2,2,2,3,3,2,2,3,3,3,2,2,3,3,3,2,2,4,3,4,3,2,2,3,3,2,3,2,2.333333333,2.444444444,2.666666667,4.375,3.75,3,3,3.375,3.75,2.29,2.14,2.29,2.4,2.05,2.68
1,5,1, , ,1,5,3,2,5,1,1,1,5,2,5,5,3,4,3,2,5,5,5,5,5,5,5,4,3,4,4,1,5,1,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,3,4,4,1,5,2,2,1,1,3,2,3,5,5,5,2,5,4,4,5,1,5,5,2,1,1,5,5,5,5,4,4,5,4,2,3,5,3,2,3,2,4,1,1,1,1,4,3,3,1,3,3,3,4,4,4,4,3,5,3,2,3,3,3,2,4,4,3,3,5,5,5,2,2,2,2,3,1,2,5,3,5,5,4,2,4,4,3,3,3,3,3,3,5,5,4,4,5,4,2,2,2,2,4,4,4,4,3,4,3,3,3,3,3,3,5,5,4,4,3,3,5,5,4, ,3.888888889,3.222222222,3.375,3.125,4,4.875,4.25,3.125,3,2.71,4.14,2.09,3.2,3.8
1,7,1,3,4,3,4,4,3,4,5,5,5,2,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1,4,4,5,5,5,5,5,5,4,4,1,5,5,5,4,5,5,4,4,3,3,4,4,4,5,5,5,3,3,5,2,5,4,3,4,4,4,4,5,3,4,3,3,2,4,3,2,3,3,1,1,1,1,1,1,1,1,4,4,4,4,4,4,2,4,4,4,1,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,3,4,3,2,3,3,4,2,3,4,4,4,5,2,4,3,2,3,2,3,2,1,2,2,1,1,1,1,1,5,5,5,4,4,2,3,4,4,5,1,4,5,5,5,5,4,5,4,3,4,4,5,5,5,4,4,4,4,2,3,3,4.111111111,3.888888889,3.555555556,1.75,2.875,2.625,1,1,1.25,4.86,4.14,4.57,4.11,4.3,4.04
1,5,1,3,4,5,5,5,5,1,4,5,5,2,2,5,1,5,4,5,3,1,1,2,2,2,2,2,2,4,5,4,3,2,2,5,1,2,1,1,5,3,5,2,2,5,5,5,4,5,4,4,5,4,3,2,4,4,2,3,5,4,4,5,5,4,3,5,5,5,2,2,4,4,5,3,4,2,2,2,2,2,2,2,3,2,3,5,2,5,3,2,4,2,2,2,3,5,3,4,2,4,5,5,4,3,4,4,3,5,2,5,3,4,4,2,3,4,4,3,4,2,4,3,4,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,3,2,2,3,5,2,4,3,2,3,2,3,2,2,5,3,5,2,2,4,4,4,4,4,4,3,5,2,4,3,4,2,2,4,3,4.333333333,4.444444444,3.555555556,3.875,3.75,4,1.75,2.125,2.125,3.29,3,3.14,3.89,3.79,3.56
1,2,1,7,1,1,1,1,1,3,1,1,3,4,1,1,4,2,3,3,3,5,5,5,5,5,3,5,5,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,1,3,4,2,2,3,4,3,3,2,4,4,5,5,5,5,5,5,5,2,4,2,1,1,1,2,2,3,2,2,3,1,1,1,1,2,2,2,1,2,2,2,4,2,1,1,2,2,1,1,2,1,1,1,1,2,4,2,3,3,2,1,2,3,2,2,2,4,3,4,5,5,5,3,5,4,1,3,2,1,1,1,2,3,3,3,2,3,2,1,1,1,2,2,1,1,1,1,1,3,2,1,1,2,3,1,1,2,1.444444444,2.333333333,2,2.875,3.375,3,4.75,4.875,4.25,1,1.57,1.43,1.03,1.72,1.58
1,5,1,1,3,3,3,3,3,3,5,5,5,3,2,3,4,4,4,4,5,1,2,1,2,1,1,1,1,4,4,4,5,5,3,3,3,3,2,1,3,2,3,3,3,3,3,3,3,2,3,4,4,4,5,5,2,2,3,2,3,2,3,3,2,3,2,3,3,4,1,1,1,5,5,5,5,5,3,3,2,4,1,1,4,2,3,4,4,3,3,2,3,2,2,2,2,3,3,3,3,2,4,5,3,2,2,3,3,4,4,3,3,2,4,2,1,3,2,3,1,2,2,1,4,3,1,1,1,1,5,5,5,5,5,2,2,2,3,3,2,3,2,1,3,3,4,5,1,1,2,2,1,1,2,1,2,1,1,3,3,4,2,2,2,1,3,3,4,5,1,1,1,1,1,3.666666667,2.777777778,2.111111111,3.875,4.5,4.5,1.25,2.5,2.375,4.43,3,3.57,3.12,3.17,2.35
1,7,1,2,4,5,5,5,4,3,4,4,4,2,2,4,3,3,2,3,3,2,1,1,1,1,2,2,2,2,3,3,3,3,2,4,3,3,2,2,5,4,4,2,2,5,4,3,4,4,3,2,3,3,3,3,3,3,2,3,4,4,4,4,2,3,2,4,3,3,2,2,2,2,3,2,2,3,3,1,1,1,1,2,3,2,2,3,3,2,2,2,4,2,3,2,2,5,5,5,2,3,4,4,3,3,3,4,2,3,3,2,2,3,3,2,3,4,3,4,2,2,2,2,3,4,4,1,2,1,2,3,2,1,2,4,2,2,2,2,2,2,2,2,3,2,2,2,1,3,2,3,1,2,5,3,3,2,3,5,2,2,2,2,3,2,3,2,2,2,3,3,1,2,3,4.222222222,3.222222222,2.888888889,3.25,2.75,2.5,1.5,1.75,2.25,2.86,2.14,1.71, ,3.36,2.81
1,5,1,4,4,3,5,5,4,2,4,4,4,1,2,2,2,4,2,4,2,1,3,2,2,3,2,1,2,2,4,4,4,3,3,5,4,4,2,3,4,2,3,3,3,3,3,3,2,3,4,2,4,4,4,3,4,2,3,4,5,3,3,5,1,1,3,2,3,3,4,3,4,3,3,4,2,1,2,2,2,2,2,2,2,1,2,4,4,3,3,2,5,2,2,2,2,4,3,3,2,3,3,4,3,2,3,3,2,4,4,3,3,4,4,2,4,5,3,2,3,2,3,3,3,4,4,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,4,2,3,2,3,5,2,3,3,3,4,3,4,3,3,4,5,2,3,3,3,2,4,2,3,2,3,3,3,3,5,3.888888889,2.666666667,3,3.125,2.75,2.75,2,1.875,2,3.14,3,2.43,3.19,3.34,3.27
0,9,1,9,3,5,3,3,3,1,2,1,1,1,1,5,5,5,5,5,5,2,3,1,1,2,1,2,1,1,4,3,3,3,1,1,2,2,1,1,5,4,4,2,4,4,3,3,5,4,5,1,4,3,3,3,5,4,1,4,1,3,3,3,3,5,4,4,5,5,3,3,5,5,5,4,5,5,1,4,3,3,2,5,3,2,2,4,3,4,3,1,5,3,2,3,1,5,5,5,1,2,5,5,4,5,5,5,2,4,3,4,3,3,3,1,2,5,3,3,2,2,4,4,4,4,4,1,1,5,5,5,5,5,5,2,3,2,2,1,5,3,2,2,4,3,5,3,1,5,2,1,2,2,5,4,5,1,4,5,5,5,5,5,5,2,4,3,5,3,3,2,1,5,5,2.444444444,3.888888889,3.333333333,5,4.375,5,1.625,2.875,2.5,2.71,3.57,3.14,3.5,3.78,4.08
1,8,1,2,3,3,3,3,4,4,4,5,5,1,1,5,5,5,4,5,4,1,1,1,1,1,2,2,2,2,4,3,3,2,1,4,2,2,1,1,4,3,3,1,2,4,3,2,4,4,3,2,4,3,3,2,3,3,1,1,4,3,2,4,4,4,3,5,5,5,2,2,4,3,3,3,4,5,1,1,1,1,1,1,1,1,3,5,3,4,4,3,5,3,3,3,2,4,5,3,1,3,4,4,4,2,3,4,3,5,3,4,4,4,2,3,3,5,4,2,5,3,5,3,3,3,2,4,3,3,4,3,4,4,5,1,1,1,1,1,2,3,3,3,5,3,3,3,1,5,3,2,1,3,4,4,3,1,2,5,5,4,2,3,5,3,5,3,3,3,3,4,1,3,5,3.777777778,3.888888889,3.333333333,4.75,3.75,3.5,1.375,1,1.625,2.71,3.43,2.71,2.92,3.44,3.4
1,5,0,4,2,2,2,2,2,3,1,4,4,2,2,2,2,5,5,5,5,5,2,2,2,2,5,5,5,2,3,2,1,3,2,1,2,2,1,1,3,1,1,1,1,2,3,1,2,1,2,2,3,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,3,3,3,1,5,5,5,1,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1,2,1,1,3,3,2,1,1,1,1,2,1,1,1,5,3,2,5,1,1,1,1,1,1,1,1,5,3,3,3,3,5,5,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2.444444444,1.888888889,2.333333333,4,2.5,2,3.5,3.25,4,1.86,1.29,1.57,1.79,1.44,1.11
